"dateOfActivity","description","imageStampURL","wbmURL","backupURL"
"2001-08-18","Zagum_Archvile made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-10/20021003-0.png","https://web.archive.org/web/20021003115019/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-10/20021003-0.html"
"2001-09-02","AmonChakai made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-0.png","https://web.archive.org/web/20020606112557/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-0.html"
"2001-09-02","AmonChakai made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-10/20021003-0.png","https://web.archive.org/web/20021003115019/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-10/20021003-0.html"
"2001-09-05","Rodcet made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-0.png","https://web.archive.org/web/20020606112557/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-0.html"
"2001-09-05","Rodcet made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-10/20021003-0.png","https://web.archive.org/web/20021003115019/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-10/20021003-0.html"
"2001-09-24","Phire made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-0.png","https://web.archive.org/web/20020606112557/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-0.html"
"2001-09-24","Phire made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-10/20021003-0.png","https://web.archive.org/web/20021003115019/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-10/20021003-0.html"
"2001-10-23","Cane made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-0.png","https://web.archive.org/web/20020606112557/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-0.html"
"2001-10-23","Cane made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-10/20021003-0.png","https://web.archive.org/web/20021003115019/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-10/20021003-0.html"
"2001-10-31","barrison made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-0.png","https://web.archive.org/web/20020606112557/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-0.html"
"2001-10-31","barrison made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-10/20021003-0.png","https://web.archive.org/web/20021003115019/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-10/20021003-0.html"
"2001-11-04","barrison made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-0.png","https://web.archive.org/web/20020606112557/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-0.html"
"2001-11-04","barrison made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-10/20021003-0.png","https://web.archive.org/web/20021003115019/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-10/20021003-0.html"
"2001-12-01","Elrond made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-0.png","https://web.archive.org/web/20020606112557/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-0.html"
"2001-12-01","Elrond made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-10/20021003-0.png","https://web.archive.org/web/20021003115019/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-10/20021003-0.html"
"2002-01-04","Xymox made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-0.png","https://web.archive.org/web/20020606112557/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-0.html"
"2002-01-04","Xymox made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-10/20021003-0.png","https://web.archive.org/web/20021003115019/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-10/20021003-0.html"
"2002-01-07","Lobo made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-0.png","https://web.archive.org/web/20020606112557/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-0.html"
"2002-01-07","Lobo made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-10/20021003-0.png","https://web.archive.org/web/20021003115019/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-10/20021003-0.html"
"2002-01-15","Aamadeus made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-0.png","https://web.archive.org/web/20020606112557/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-0.html"
"2002-01-15","Aamadeus made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-0.png","https://web.archive.org/web/20020606112557/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-0.html"
"2002-01-15","Aamadeus made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-10/20021003-0.png","https://web.archive.org/web/20021003115019/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-10/20021003-0.html"
"2002-01-21","Terror made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-0.png","https://web.archive.org/web/20020606112557/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-0.html"
"2002-01-21","Terror made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-10/20021003-0.png","https://web.archive.org/web/20021003115019/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-10/20021003-0.html"
"2002-01-26","Aegis made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-0.png","https://web.archive.org/web/20020606112557/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-0.html"
"2002-01-26","Aegis made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-10/20021003-0.png","https://web.archive.org/web/20021003115019/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-10/20021003-0.html"
"2002-02-04","Mor'Kai made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-0.png","https://web.archive.org/web/20020606112557/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-0.html"
"2002-02-04","Mor'Kai made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-10/20021003-0.png","https://web.archive.org/web/20021003115019/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-10/20021003-0.html"
"2002-02-15","Khaell made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-2.png","https://web.archive.org/web/20020606170024/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID9&mm=5&archive=","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-2.html"
"2002-02-15","Bixby Legbone made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-2.png","https://web.archive.org/web/20020606170024/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID9&mm=5&archive=","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-2.html"
"2002-02-15","Tiberius made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-2.png","https://web.archive.org/web/20020606170024/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID9&mm=5&archive=","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-2.html"
"2002-02-15","Stinkky Corpse made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-2.png","https://web.archive.org/web/20020606170024/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID9&mm=5&archive=","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-2.html"
"2002-02-16","Berek made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-2.png","https://web.archive.org/web/20020606170024/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID9&mm=5&archive=","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-2.html"
"2002-02-16","Salina made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-2.png","https://web.archive.org/web/20020606170024/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID9&mm=5&archive=","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-2.html"
"2002-02-17","Bloodbane made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-2.png","https://web.archive.org/web/20020606170024/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID9&mm=5&archive=","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-2.html"
"2002-02-18","Oliver Holmes made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-2.png","https://web.archive.org/web/20020606170024/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID9&mm=5&archive=","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-2.html"
"2002-02-19","Zagum_Archvile made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-2.png","https://web.archive.org/web/20020606170024/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID9&mm=5&archive=","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-2.html"
"2002-02-19","Bloodbane made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-2.png","https://web.archive.org/web/20020606170024/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID9&mm=5&archive=","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-2.html"
"2002-02-20","Wufnu_ made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-0.png","https://web.archive.org/web/20020606112557/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-0.html"
"2002-02-20","Salina made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-2.png","https://web.archive.org/web/20020606170024/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID9&mm=5&archive=","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-2.html"
"2002-02-20","Salina made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-2.png","https://web.archive.org/web/20020606170024/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID9&mm=5&archive=","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-2.html"
"2002-02-20","Wufnu_ made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-10/20021003-0.png","https://web.archive.org/web/20021003115019/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID2&conf=DCConfID1","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-10/20021003-0.html"
"2002-02-21","flatspinin1 made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-2.png","https://web.archive.org/web/20020606170024/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID9&mm=5&archive=","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-2.html"
"2002-02-21","Akasha made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-2.png","https://web.archive.org/web/20020606170024/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID9&mm=5&archive=","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-2.html"
"2002-02-24","Oliver Holmes made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-2.png","https://web.archive.org/web/20020606170024/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID9&mm=5&archive=","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-2.html"
"2002-02-26","Wufnu_ made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-2.png","https://web.archive.org/web/20020606170024/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID9&mm=5&archive=","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-2.html"
"2002-02-26","Wufnu_ made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-2.png","https://web.archive.org/web/20020606170024/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID9&mm=5&archive=","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-2.html"
"2002-02-26","VooDoo made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-2.png","https://web.archive.org/web/20020606170024/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID9&mm=5&archive=","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-2.html"
"2002-02-26","Bloodbane made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-2.png","https://web.archive.org/web/20020606170024/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID9&mm=5&archive=","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-2.html"
"2002-02-27","Oliver Holmes made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-2.png","https://web.archive.org/web/20020606170024/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID9&mm=5&archive=","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-2.html"
"2002-02-28","Tiberius made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-2.png","https://web.archive.org/web/20020606170024/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID9&mm=5&archive=","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-2.html"
"2002-03-02","Scy made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-2.png","https://web.archive.org/web/20020606170024/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID9&mm=5&archive=","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-2.html"
"2002-03-03","Voodoo made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-2.png","https://web.archive.org/web/20020606170024/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID9&mm=5&archive=","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-2.html"
"2002-03-03","Indaree made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-2.png","https://web.archive.org/web/20020606170024/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID9&mm=5&archive=","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-2.html"
"2002-03-03","Falkon made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-2.png","https://web.archive.org/web/20020606170024/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID9&mm=5&archive=","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-2.html"
"2002-03-04","Wufnu_ made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-2.png","https://web.archive.org/web/20020606170024/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID9&mm=5&archive=","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-2.html"
"2002-03-04","Oliver Holmes made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-2.png","https://web.archive.org/web/20020606170024/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID9&mm=5&archive=","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-2.html"
"2002-03-05","Wufnu_ made a forum post","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/timestamps/2002/2002-06/20020606-2.png","https://web.archive.org/web/20020606170024/http://www.undeadlords.net/cgi-bin/dcforum/dcboard.cgi?az=list&forum=DCForumID9&mm=5&archive=","https://github.com/Undead-Lords/udl-wbm-forum-archive/blob/main/archive/backups/2002/2002-06/20020606-2.html"
